,序号,企业名称,经营状态,法定代表人,注册资本,注册资本币种,成立日期,核准日期,所属省,所属市,所属区/县,统一社会信用代码,联系电话,邮箱,参保人,企业性质,组织形式,国标行业门类,国标行业大类,国标行业中类,国标行业小类,网址,注册地址,通信地址,是否发行债券,经营范围
149,150.0,佳源创盛控股集团有限公司,在营,沈宏杰,15亿,人民币,1995-04-18,2022-08-08,浙江省,嘉兴市,南湖区,91330402146482794J,0573-82207577,158282627@qq.com,2,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.zjjiayuan.com.cn,浙江省嘉兴市南湖区巴黎都市总部办公楼101室,浙江省嘉兴市南湖区巴黎都市总部办公楼101室,曾有债券发行,一般项目：股权投资；以自有资金从事投资活动；房地产评估；企业管理咨询；房地产经纪；房地产咨询；建筑材料销售；水泥制品销售；建筑用钢筋产品销售；非居住房地产租赁(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：房地产开发经营(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
150,151.0,侨鑫集团有限公司,在营,周泽荣,2.12亿,美元,1995-04-13,2022-07-12,广东省,广州市,天河区,914401016184241711,13926013999,xiao.nie@kingold.com,120,港澳台企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,广州市天河区金穗路62号4101自编之二,-,曾有债券发行,投资咨询服务;企业自有资金投资;酒店管理;企业管理服务（涉及许可经营项目的除外）;企业总部管理;（以上项目不涉及外商投资准入特别管理措施）;房地产开发经营（主题公园，别墅除外）;风险投资;
151,152.0,重庆华宇集团有限公司,在营,蒋杰,10.32亿,人民币,1995-03-28,2023-08-08,重庆市,-,渝北区,91500000203115190U,02368650105,cqhyrc@cqhyrc.com.cn,2064,民营企业,-,房地产业,房地产业,房地产开发经营,房地产开发经营,www.cqhyrc.com.cn,重庆市渝北区泰山大道东段118号,重庆市渝北区泰山大道东段118号,曾有债券发行,一般项目：房地产开发壹级（凭资质证执业）；物业管理（凭资质证执业）；房屋出租；企业管理咨询；商务信息咨询；法律咨询；工程信息咨询；工程招标代理（依法须经批准的项目，经相关部门批准后方可开展经营活动）；工程项目管理；房地产营销策划【依法须经批准的项目，经相关部门批准后方可开展经营活动】。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
152,153.0,中弘控股股份有限公司,在营,王继红,83.91亿,人民币,1995-01-28,2017-09-11,安徽省,宿州市,埇桥区,91341300711774766H,010-59279999,178309310@qq.com,0,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.zhonghongholdings.com,安徽省宿州市浍水路271号,北京市朝阳北路五里桥一街非中心32号楼,曾有债券发行,"房地产开发,实业投资、管理、经营及咨询,基础建设投资,商品房销售,物业管理及房屋出租,公寓酒店管理,装饰装潢,金属材料、建筑材料、机械电器设备销售,矿业投资、股权投资、旅游投资、文化产业投资。"
153,154.0,美的置业集团有限公司,在营,郝恒乐,38.07亿,人民币,1995-01-13,2021-09-03,广东省,佛山市,顺德区,914406066176547680,18718725475,-,271,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.mideadc.com,广东省佛山市顺德区北滘镇君兰社区诚德路1号美的财富广场4栋34层（住所申报）,广东省佛山市顺德区北滘镇君兰社区诚德路1号美的财富广场4栋34层,曾有债券发行,许可项目：房地产开发经营；第二类增值电信业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：土地整治服务；市场营销策划。（以上项目不涉及外商投资准入特别管理措施）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
154,155.0,祥生地产集团有限公司,在营,周科技,15.8亿,人民币,1995-01-04,2023-04-14,浙江省,绍兴市,诸暨市,91330681146288510G,87016788,xiangsheng@xsjt.cn,4,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,60.190.192.18,诸暨市暨阳街道苎萝东路195号祥生新世纪广场祥生商贸综合楼十四层,-,曾有债券发行,房地产开发经营壹级（凭有效资质证书经营）房地产销售代理服务，房地产中介服务，房屋租赁代理服务，房地产咨询服务，房地产登记代理服务；企业营销策划服务，企业形象策划服务，企业管理咨询服务
155,156.0,宁波银亿房地产开发有限公司,在营,方宇,18.74亿,人民币,1994-12-06,2023-12-22,浙江省,宁波市,北仑区,91330201610267335W,13957420788,1319351@qq.com,55,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,浙江省宁波保税区国际发展大厦404B,-,曾有债券发行,房地产开发、经营；物业管理；装饰装修；房屋出租；建筑材料及装潢材料的批发、零售；企业管理咨询；房地产投资咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
156,157.0,广州富力地产股份有限公司,在营,李思廉,37.52亿,人民币,1994-08-31,2021-12-28,广东省,广州市,天河区,91440101190548279L,38882777,18721102@qq.com,370,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.rfchina.com,中国广州珠江新城华夏路10号富力中心45-54楼,"香港中环皇后大道中99号中环中心6303室,广州市天河区珠江新城华夏路10号富力中心45-54楼",曾有债券发行,"房地产开发经营;房地产咨询服务;场地租赁(不含仓储);其他仓储业(不含原油、成品油仓储、燃气仓储、危险品仓储);酒店管理;建筑工程后期装饰、装修和清理;室内装饰、装修;(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
157,158.0,深圳卓越世纪城房地产开发有限公司,在营,李华,4.45亿,人民币,1994-05-03,2017-12-25,广东省,深圳市,福田区,91440300618879774D,82912388,wangting03@excegroup.com,-,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,深圳市福田区金田路皇岗商务中心1号楼6501,深圳市福田区金田路皇岗商务中心1号楼6501,曾有债券发行,一般经营项目是：自有物业租赁、酒店管理、市场营销策划、平面设计、企业管理咨询、经济信息咨询；设计、制作、发布、代理国内外各类广告业务（取得相关许可后方可从事经营）。，许可经营项目是：
158,159.0,天津优联城市发展集团有限公司,在营,杨永和,5.3亿,人民币,1994-04-08,2022-02-28,天津市,-,河东区,91120000103191583X,13800000000,0@126.com,34,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.ourunion.group.com,河东区十一经路78号,-,曾有债券发行,房地产开发及商品房销售；物业管理；房屋租赁；房地产信息咨询(以上范围内国家有专营专项规定的按规定办理)。
159,160.0,金科地产集团股份有限公司,在营,周达,53.4亿,人民币,1994-03-29,2021-02-04,重庆市,-,江北区,91500000202893468X,02363023139,xiaxue1@jinke.com,278,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.jinke.com,重庆市江北区复盛镇正街(政府大楼),重庆市两江新区龙韵路1号1幢金科中心,曾有债券发行,房地产开发、物业管理、机电设备安装(以上经营范围凭资质证书执业);销售建筑、装饰化工产品(不含化学危险品)、五金交电;自有房屋租赁;企业管理咨询服务;货品及技术进出口。
160,161.0,深圳香江控股股份有限公司,在营,翟美卿,32.68亿,人民币,1994-01-30,2022-11-24,广东省,深圳市,南山区,91440300267146826U,02084760998,zhaohongjian@heungkong.com,-,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.hkhc.com.cn,深圳市前海深港合作区南山街道兴海大道3046号香江金融大厦32楼-A1,广东省广州市番禺区番禺大道锦绣香江花园会所香江控股办公楼,曾有债券发行,"一般经营项目是:投资兴办实业(具体项目另行申报);物业管理;从事建筑工程和装饰工程的施工(须取得相应的资质证书后方可经营);企业形象策划;酒店管理;国内商业、物资供销业(不含专营、专控、专卖商品);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);经济信息咨询(不含限制项目);供应链管理。许可经营项目是:仓储服务。"
161,162.0,三湘印象股份有限公司,在营,许文智,11.81亿,人民币,1994-01-20,2023-10-11,上海市,-,杨浦区,913100002437770094,021-65361223,ruirui@sxgf.com,6,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.sxgf.com,上海市杨浦区逸仙路333号501室,上海市杨浦区逸仙路333号,曾有债券发行,"一般项目:工程技术服务(规划管理、勘察、设计、监理除外);工程管理服务;工程造价咨询业务;规划设计管理;专业设计服务;电影制片;组织文化艺术交流活动;广告设计、代理;广告制作;广告发布;旅游开发项目策划咨询;名胜风景区管理;游览景区管理;园区管理服务;票务代理服务;文艺创作;会议及展览服务;数字内容制作服务(不含出版发行);数字创意产品展览展示服务;数字广告设计、代理;数字广告制作;数字广告发布;数字文化创意内容应用服务;数字技术服务;音响设备销售;文化用品设备出租;工艺美术品及收藏品零售(象牙及其制品除外);摄像及视频制作服务;图文设计制作;国内贸易代理;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;信息咨询服务(不含许可类信息咨询服务);信息技术咨询服务;企业形象策划;企业管理咨询;货物进出口;技术进出口。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:房地产开发经营;建设工程施工;建筑智能化系统设计;电影发行;广播电视节目制作经营;演出场所经营;演出经纪;旅游业务;营业性演出;舞台工程施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)"
162,163.0,中天金融集团股份有限公司,在营,罗玉平,70.05亿,人民币,1994-01-08,2018-08-30,贵州省,贵阳市,观山湖区,91520000214466447K,18208503101,191003764@qq.com,170,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.ztfgroup.com,贵州省贵阳市观山湖区中天路3号,贵州省贵阳市观山湖区中天路3号201中心,曾有债券发行,"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(金融投资;股权投资;实业投资;资产经营;产业基金、产权市场投资与管理;金融服务及研究;金融企业投资及管理、咨询;城市基础及公共设施投资管理;壹级房地产开发。)。"
163,164.0,景瑞地产(集团)有限公司,在营,倪洪梅,16.21亿,人民币,1993-09-08,2022-07-28,上海市,-,虹口区,913100001331534143,021-52980000,-,25,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.jingruis.com,上海市虹口区青云路158号5楼,上海市淞虹路207号明基商务广场B座8楼,曾有债券发行,许可项目：房地产开发经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：房地产咨询；国内贸易代理；建筑装饰材料销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
164,165.0,顺发恒业股份公司,在营,许小建,23.95亿,人民币,1993-07-02,2023-11-14,浙江省,杭州市,萧山区,912201012438438899,82865533,sfhy@sfhy.cn,4,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.sfhy.cn,浙江省杭州市萧山经济技术开发区万向创新聚能城奔竞大道2828号3幢201室,浙江省杭州市萧山区市心北路777号,曾有债券发行,"许可项目:供电业务;发电业务、输电业务、供(配)电业务;水力发电;建设工程施工(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。一般项目:机动车充电销售;储能技术服务;热力生产和供应;供冷服务;发电技术服务;风力发电技术服务;风电场相关系统研发;新兴能源技术研发;电力行业高效节能技术研发;余热余压余气利用技术研发;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;新能源原动设备销售;合同能源管理;品牌管理;社会经济咨询服务;节能管理服务;太阳能发电技术服务;光伏发电设备租赁;水资源管理(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。"
165,166.0,新华联文化旅游发展股份有限公司,在营,马晨山,58.72亿,人民币,1993-06-25,2023-05-26,北京市,-,通州区,91110000130232395L,80559007,2292726226@qq.com,40,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.xhlwl.com.cn,北京市通州区外郎营村北2号院2号楼8层101,北京市通州区台湖镇政府大街新华联集团总部大厦8层,曾有债券发行,"文化旅游项目的运营、管理;组织文化艺术交流活动;文艺表演;旅游景区管理;公园管理;酒店管理;企业管理;承办展览展示;房地产开发;销售自行开发后的商品房;销售建筑材料、日用品、五金交电;投资管理;物业管理;出租办公用房;出租商业用房;技术开发,技术转让;计算机技术培训;施工总承包。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
166,167.0,华夏幸福基业股份有限公司,在营,王文学,39.14亿,人民币,1993-05-28,2020-08-20,河北省,廊坊市,固安县,911310006096709523,18330656699,gongsilianxiren@cfldcn.com,29,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.cfldcn.com,河北省固安县京开路西侧三号路北侧一号,北京市朝阳区东三环北路霞光里18号佳程广场A座7层,曾有债券发行,对房地产、工业园区及基础设施建设投资;房地产中介服务;提供施工设备服务;企业管理咨询;生物医药研发、科技技术推广服务(科技企业孵化)。
167,168.0,四川蓝光发展股份有限公司,在营,杨武正,30.35亿,人民币,1993-05-18,2023-10-23,四川省,成都市,郫都区,915101007092429550,028-87826193,313832917@qq.com,1,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.brc.com.cn,四川省成都市高新区(西区)西芯大道9号,四川省成都市高新区(西区)西芯大道9号,曾有债券发行,"投资及投资管理;企业策划、咨询服务;企业管理;房地产投资;房地产开发经营;土地整理;商业资产投资、经营;自有房屋租赁;资产管理;物业管理;生物科技技术产品研究、开发、生产(限分支机构在工业园区内经营);技术咨询服务和技术转让;技术及货物进出口业务(国家禁止或涉及行政审批的货物和技术进出口除外);电子商务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
168,169.0,新湖中宝股份有限公司,在营,林俊波,85.09亿,人民币,1993-02-23,2023-05-05,浙江省,衢州市,柯城区,91330000142941287T,0573-82066646,47384967@qq.com,52,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.600208.net,浙江省衢州市芹江东路288号衢时代创新大厦3号楼6楼A619室,浙江省杭州市西溪路128号新湖商务大厦11层,曾有债券发行,煤炭(无储存)的销售。实业投资，百货、针纺织品、五金交电、石化产品、化工产品(不含化学危险品)、家俱、电子计算机及配件、建筑材料、金属材料、木竹材、电子产品、通讯设备(不含无线)、机电设备、黄金饰品、珠宝玉器的销售，经营进出口业务，投资管理，信息咨询服务，国内广告设计制作发布，代理广告业务，电子计算机网络系统及软件的研发、技术服务，房地产中介服务。
169,170.0,广东珠江投资股份有限公司,在营,郑晨光,42亿,人民币,1993-02-20,2023-11-02,广东省,广州市,天河区,91440000190353033D,62613888,gdpr@gdpr.com,191,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,广东省广州市天河区珠江东路421号601房,广东省广州市天河区珠江东路 421 号601 房,曾有债券发行,房地产项目投资及其投资业务咨询，信息服务，投资项目策划及组织有关学术活动；销售：五金交电，建筑材料，百货，日用杂货；房地产开发。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
170,171.0,泰禾集团股份有限公司,在营,黄其森,24.89亿,人民币,1992-12-29,2019-06-06,福建省,三明市,三元区,91350000155584573M,0591-86305310,-,0,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.tahoecn.com,福建省三明市梅列区徐碧,福建省福州市晋安区岳峰镇横屿路9号东二环泰禾城市广场2号楼20-31层,曾有债券发行,"房地产开发经营;本公司商标特许经营;酒店管理;物业管理;园林绿化工程的设计、施工;商业物资供销(专营、专控、专卖及专项审批的商品除外);对外贸易;技术开发及技术转让;对第一产业、第二产业及第三产业的投资及投资管理;营养健康咨询服务;金融信息服务;企业管理咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
171,172.0,我爱我家控股集团股份有限公司,在营,谢勇,23.56亿,人民币,1992-11-30,2019-11-18,云南省,昆明市,盘龙区,915301002165755081,***********,000560@kunbuy.com,59,民营企业,股份有限公司,房地产业,房地产业,房地产中介服务,房地产中介服务,www.s000560.5i5j.com,云南省昆明市东风西路1号,北京市朝阳区朝来高科技产业园西区创远路36号院8号楼,曾有债券发行,互联网技术研发和维护;信息技术开发、技术转让、技术咨询、技术服务;电子商务平台营运开发建设管理;数据处理;物流信息服务;物联网技术服务;房地产经纪业务;住房租赁经营;物业服务;建筑装修装饰工程的设计及施工;酒店管理;商场经营管理;商务信息咨询;进出口贸易;设计、制作、代理、发布各类广告(公司经营范围最终以昆明市市场监督管理局核准为准)。
172,173.0,正源房地产开发有限公司,在营,杨军,79.47亿,人民币,1992-11-28,2022-08-18,辽宁省,大连市,沙河口区,9121020024238131XK,0411-84586762,33010559@qq.com,25,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.rightwaygroup.com,辽宁省大连市沙河口区五一路107-1号,辽宁省大连市沙河口区五一路107-1号,曾有债券发行,位于大连市沙河口区五一路99号的幸福E家1-3期、位于沙河口区五一路97号的幸福E家4期、位于沙河口区汉阳街8号和汉阳街10号的幸福E家5期（3、4-1、4-2、5、6、7、8-1、8-2区）的房屋开发、销售；物业管理；房屋租赁***（外资比例低于25%）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
173,174.0,北京兆泰集团股份有限公司,在营,穆麒茹,7.05亿,人民币,1992-11-16,2020-11-06,北京市,-,西城区,911100006337984545,83571298,fanfangwei@zhaotai.com.cn,59,民营企业,股份有限公司,房地产业,房地产业,房地产租赁经营,房地产租赁经营,www.zhaotai.com.cn,北京市西城区丰汇园11号楼丰汇大厦东侧楼19层,北京市西城区丰汇园11号楼丰汇大厦东侧楼19层,曾有债券发行,投资；房地产开发，销售商品房；收购、改造、销售四合院；园林造型设计，绿化设计、建设工程设计；销售建筑材料、百货、日用品；工程技术咨询；出租自有房屋；出租商业设施；酒店管理；餐饮管理；会议服务；婚庆服务；健身服务；机动车停车场服务；设计、制作、代理、发布广告；以下项目限分支机构经营：餐饮服务（含凉菜、不含裱花蛋糕、不含生食海产品）；零售卷烟、雪茄烟；住宿；室内游泳馆。（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
174,175.0,大华(集团)有限公司,在营,金惠明,15亿,人民币,1992-11-11,2023-02-20,上海市,-,宝山区,913100001334763603,021-66340070,dh@dahuahome.com,374,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.dahuahome.com,上海市华灵路698号,上海市普陀区大渡河路388弄1号,曾有债券发行,实业投资，房地产开发，国内贸易（除专项审批外），物业管理，服装加工，木制品加工，机械加工，通用设备制造，家具制造，仓储的投资管理，自有房屋租赁。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
175,176.0,大悦城地产有限公司,在营,-,-,港元,1992-09-23,-,-,-,-,-,-,-,-,外资企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.cn.joy-cityproperty.com,Clarendon House 2 Church Street Hamilton HM 11 Bermuda,香港铜锣湾告士打道262号中粮大厦33楼,曾有债券发行,本公司之主要业务为投资控股及提供公司管理服务，由2011年起，本集团开始了物业投资业务。
176,177.0,上海世茂股份有限公司,在营,吴凌华,37.51亿,人民币,1992-07-01,2020-08-18,上海市,-,黄浦区,91310000132202878T,021-20203388,shimao@shimaogroup.com,16,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.shimaoco.com,上海市黄浦区南京西路268号,上海市浦东新区潍坊西路55号上海世茂大厦7楼,曾有债券发行,"实业投资,房地产综合开发经营,本公司商标特许经营,酒店管理,物业管理,货物进出口及技术进出口,针纺织品,服装鞋帽,日用百货,皮革制品,玩具,钟表眼镜,照相器材,文化用品,五金交电,日用化学品,建筑装潢材料,家具,金属材料,电子产品,办公用品,机械设备,工艺美术品,计算机硬件、软件的批发、零售(拍卖除外)。【依法需经批准的项目,经相关部门批准后方可开展经营活动】"
177,178.0,建业住宅集团(中国)有限公司,在营,刘卫星,23.6亿,人民币,1992-05-22,2017-09-04,河南省,郑州市,管城回族区,914100007191748618,0371-66531760,645359237@qq.com,162,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.centralchina.com,河南自贸试验区郑州片区（郑东）农业东路与如意西路建业总部港E座,郑州市建业路建业城市花园88号,曾有债券发行,房地产开发与经营（濮示范地2016-24号宗地项目、濮示范地2016-30号宗地项目、濮示范地2016-31号宗地项目、濮示范地2017-05号宗地项目）；房地产配套投资、咨询与服务；建筑、装饰材料销售（涉及资质证的凭证经营）。
178,179.0,广东星河湾房地产(集团)有限公司,在营,黄健慧,20亿,人民币,1992-05-13,2022-05-13,广东省,广州市,番禺区,914401136187857355,020-87552828,weiwei.zhao@qq.com,430,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.star-river.com,广州市番禺区南村沙滘岛东端,广州市番禺区番禺大道北1号星河湾酒店23楼,曾有债券发行,土地使用权租赁;停车场服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;非居住房地产租赁;物业管理;住房租赁;房地产咨询;居民日常生活服务;房地产开发经营;建设工程施工;各类工程建设活动
179,180.0,深圳市宝安宝利来实业有限公司,在营,文卫冲,3.08亿,人民币,1992-04-13,2021-06-17,广东省,深圳市,宝安区,91440300192503306Y,13902431287,249630379@qq.com,-,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,深圳市宝安区松岗街道东方社区松岗大道13号桂景园会所301,深圳市宝安区松岗街道楼岗社区楼岗大道23号一、二层,曾有债券发行,一般经营项目是：兴办实业（具体项目另行申报）；房地产开发（取得合法土地使用权后方可经营）；自有物业租赁；国内商业、物资供销业。（以上项目均不含法律、行政法规、国务院决定规定需前置审批及禁止项目），许可经营项目是：物业管理。
180,181.0,南京金鹰国际集团有限公司,在营,王恒,1.78亿,美元,1992-03-07,2022-04-08,江苏省,南京市,秦淮区,91320100608917765R,025-84708898,wangkang@jinying.com,102,港澳台企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.netge.com,南京市秦淮区汉中路89号-1金鹰国际商城,南京市白下区汉中路89号-1金鹰国际商城,曾有债券发行,许可项目：房地产开发经营；住宿服务；高危险性体育运动(游泳)；生活美容服务；理发服务；餐饮服务；食品销售；洗浴服务；歌舞娱乐活动；酒吧服务(不含演艺娱乐活动)(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)一般项目：承接总公司工程建设业务；非居住房地产租赁；商业综合体管理服务；物业管理；金银制品销售；企业管理咨询；信息咨询服务(不含许可类信息咨询服务)；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；资源循环利用服务技术咨询；科技推广和应用服务；资源再生利用技术研发；储能技术服务；酒店管理；打字复印；健身休闲活动；棋牌室服务；会议及展览服务；娱乐性展览；礼仪服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
181,182.0,上海万业企业股份有限公司,在营,朱旭东,9.31亿,人民币,1991-10-28,2023-07-12,上海市,-,浦东新区,91310000132204523K,021-50366699,-,57,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.600641.com.cn,中国(上海)自由贸易试验区浦明路1500号12层(名义楼层15层),上海市浦东新区浦明路1500号,曾有债券发行,实业投资、资产经营、国内贸易(除专项规定外)、钢材、木材、建筑材料、建筑五金、商务信息咨询服务、从事电子科技领域的技术开发、技术咨询、技术转让、从事货物及技术进出口业务、财务咨询。
182,183.0,阳光城集团股份有限公司,在营,林腾蛟,41.4亿,人民币,1991-08-12,2017-04-05,福建省,福州市,马尾区,91350000158164371W,021-80328763,wuxia19@yango.com.cn,0,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.yango.com.cn,福建省福州市经济技术开发区星发路8号,上海市北外滩杨树浦路1058号阳光控股大厦18层,曾有债券发行,"对外贸易(不含国家禁止、限制的商品和技术);电力生产,代购代销电力产品和设备;电子通信技术开发,生物技术产品开发,农业及综合技术开发;基础设施开发、房地产开发;家用电器及电子产品、机械电子设备、五金交电、建筑材料、百货、针纺织品、化工产品(不含危险化学品及易制毒化学品)、重油(不含成品油)、润滑油、燃料油(不含成品油)、金属材料的批发、零售;化肥的销售;对医疗业的投资及管理;批发兼零售预包装食品;企业管理咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
183,184.0,珠海中珠集团股份有限公司,在营,许德来,4亿,人民币,1991-03-08,2020-05-27,广东省,珠海市,香洲区,914404001925379523,0756-8131113,zhongzhu@zzinc.cn,30,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.zzinc.cn,珠海市拱北迎宾南路1081号中珠大厦十七楼,珠海市拱北迎宾南路1081号中珠大厦17楼,曾有债券发行,项目投资管理，项目投资咨询服务；房地产经营；物业管理（凭资质证经营）；实物租赁；为个人及企业提供信用担保；按珠海市外经委批复开展进出口业务（具体商品按珠外经字〈1998〉44号文执行）；批发、零售：建筑材料、装饰材料、五金交电、百货、仪器仪表、金属材料。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓
184,185.0,银基烯碳新材料集团股份有限公司,在营,吴支持,11.55亿,人民币,1989-12-14,2020-06-04,辽宁省,沈阳市,沈河区,912101002434902007,024-23992699,727416628@qq.com,10,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.ene-carbon.com,辽宁省沈阳市沈河区青年大街109号,辽宁省沈阳市沈河区沈水路600-15甲观澜庭营销中心,曾有债券发行,"石墨类产品、石墨烯及纳米碳、碳素类产品、耐火材料、活性碳类产品、烯碳新材料、稀土碳基复合材料、矿产品、金属和非金属材料销售(不含危险化学品),烯碳新材料技术开发和技术转让,城市基础设施投资(旅游服务、餐饮服务、住宿、房地产开发、装修装饰、建筑工程设计施工限分公司持证经营)。"
185,186.0,荣安地产股份有限公司,在营,王久芳,31.84亿,人民币,1989-05-19,2019-05-31,浙江省,宁波市,海曙区,913302001440685655,0574-87312308,rongan@000517.com,221,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.rongan.com.cn,浙江省宁波市海曙区灵桥路513号(14-12),浙江省宁波市鄞州区天童南路700号荣安大厦18F(A)、19F、20F,曾有债券发行,"房地产开发、经营;物业服务;房屋租赁;建筑材料、装饰材料、机械电器设备、五金交电、化工产品、制冷空调设备的批发、零售;市政工程施工;工业与民用建筑工程;实业投资;建筑施工技术咨询;国内劳务派遣;建筑智能化工程;自营和代理货物和技术的进出口,但国家限定经营或禁止进出口的货物和技术除外。"
186,187.0,泛海控股股份有限公司,在营,栾先舟,51.96亿,人民币,1989-05-09,2011-05-31,北京市,-,东城区,911100006188158771,85259698,INFO@FHKG.COM,70,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.fhkg.com,北京市东城区建国门内大街28号民生金融中心C座22层,北京市东城区建国门内大街28号民生金融中心C座22层,曾有债券发行,投资及投资管理；资产管理；经营房地产业务及物业管理；自有物业租赁；企业管理咨询；销售建筑材料、装饰材料、机械设备。（“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
